"","pid","y_1","y_2","con_1","con_2","cat_1","cat_2","catwtn_1","catwtn_2","catbtw_1","catbtw_2","conwtn_1","conwtn_2"
"1",1,18.6159556493601,7.41181407177207,33.0704540944085,17.759659959483,30.4124145231932,10.4124145231932,1,-1,1,1,0.930016233352332,-0.601063130542931
"2",2,-16.7705590562218,-14.1857279528329,-53.8097156970906,-40.3386271167092,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-2.0738240186786,-0.726715182362721
"3",3,-9.56738715487129,-2.58024168931953,-23.3640567404737,-2.06563600260305,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.396993447391987,1.73284861655789
"4",4,-11.5520455338664,-12.9542709071663,-7.00423942508194,-10.3921095799745,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.451426954498504,0.112639814624903
"5",5,-5.02503848671946,-0.126704663992954,2.81736841157809,10.5180097452433,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.194018313204173,0.576045700606986
"6",6,1.62555365331641,8.11465825385274,-12.0912979798935,-3.45371273320771,10.4124145231932,30.4124145231932,-1,1,1,1,-0.617646158696233,0.246112457894372
"7",7,0.236528647797482,-3.73548374505126,29.6654747097363,18.8724832355289,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.218434949043975,-0.860864251073833
"8",8,12.4616117904977,1.35576216477675,15.489905858707,0.236169717937951,30.4124145231932,10.4124145231932,1,-1,1,1,0.608928553493344,-0.916444928766708
"9",9,2.88420709109332,6.02337826451521,3.17452279756734,-13.0673829251987,10.4124145231932,30.4124145231932,-1,1,1,1,0.100090417439018,-1.5241001829495
"10",10,3.6994559216319,7.57419898458988,0.679804913047905,-5.92016103242474,10.4124145231932,30.4124145231932,-1,1,1,1,0.0146098659254814,-0.645386603377778
"11",11,2.09957011119907,0.430117879806841,-23.5204974332223,-11.084141787469,30.4124145231932,10.4124145231932,1,-1,1,1,-1.36790329227741,-0.124267633574304
"12",12,1.33684707828603,14.0727841352968,-1.24242099750165,13.9982286667216,10.4124145231932,30.4124145231932,-1,1,1,1,-1.07157497282317,0.452490078506072
"13",13,-6.73245577018958,-7.56890232941042,10.6065817569286,7.87857800003473,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-0.0460316963019432,-0.318831927499601
"14",14,0.112265100002915,1.32014144208365,9.27982567923311,13.363963150918,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.0649974296831854,0.473411066821925
"15",15,18.7720269496833,8.14710366900793,29.3849595961667,13.4831955116599,30.4124145231932,10.4124145231932,1,-1,1,1,0.334589454934265,-1.25558713306887
"16",16,-1.61113243466919,-3.00930295572183,-33.9365979193207,-15.7240052735436,30.4124145231932,10.4124145231932,1,-1,1,1,-2.01431065212961,-0.193051506535673
"17",17,-17.862412312093,-19.0809263805035,-28.6375261293695,-31.4856451827642,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.460050223561193,0.175238320301406
"18",18,23.2760503611627,17.6831959388892,41.1600554296271,48.2137976864739,30.4124145231932,10.4124145231932,1,-1,1,1,1.27986232639253,1.98523651491648
"19",19,4.99609256908508,3.87810813523101,26.7273939602471,26.3095851964554,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.244437335239108,0.202656546985008
"20",20,-0.270382929378108,-5.05785793819565,14.158183701939,-3.4060266787364,-10.4124145231932,-10.4124145231932,1,1,-1,-1,1.06621331324044,-0.690207546913368
