"","pid","y_1","y_2","con_1","con_2","cat_1","cat_2","catwtn_1","catwtn_2","catbtw_1","catbtw_2","conwtn_1","conwtn_2"
"1",1,2.63699388822435,-0.581250450104862,21.566970326327,9.39675434828852,-10.4124145231932,-10.4124145231932,1,1,-1,-1,1.83031795531719,0.613296357663536
"2",2,12.3621087727261,-2.94104676398476,12.9924751875969,-20.9225491404437,30.4124145231932,10.4124145231932,1,-1,1,1,1.52020936940967,-1.8712930725163
"3",3,7.84351537472267,2.01966573314863,1.71006984273485,-2.83698764653619,30.4124145231932,10.4124145231932,1,-1,1,1,1.51252002458233,1.05781426363706
"4",4,0.757418065001788,-2.76751668595429,16.0333526819989,-5.05730177976167,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.963535777319898,-1.14552960644886
"5",5,-7.31840287067892,-11.2098794047027,9.3523795236416,-4.49545636650203,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.600489033069134,-0.784294678573736
"6",6,5.33256632796315,3.64419465127227,24.3699207899762,16.6492408938132,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.55369574462579,-1.3257636922409
"7",7,-11.3130881451229,-5.75394057904941,-29.6093709002541,-10.4565685283008,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.700116654582556,1.21516363682512
"8",8,-8.94990591937465,-8.54901386373295,7.78776892227218,4.05141114957551,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.633115839936349,0.25948015692683
"9",9,-10.1930572412917,-2.66772224345599,-42.5070899833268,-43.1559161826695,10.4124145231932,30.4124145231932,-1,1,1,1,-0.317597083160699,-0.382479646274178
"10",10,-0.616293000786013,-5.05689685504113,-35.0282337198151,-31.252695568454,30.4124145231932,10.4124145231932,1,-1,1,1,-0.361914187039324,0.0156395790800892
"11",11,7.12032915191766,8.13419300098153,-5.01239913522328,17.1311686496552,30.4124145231932,10.4124145231932,1,-1,1,1,-1.37049742448941,0.843859299045533
"12",12,12.4418763010149,8.82011924983328,13.6832211721394,21.4767225292748,30.4124145231932,10.4124145231932,1,-1,1,1,-0.645953962066892,0.133396113538376
"13",13,2.03551858053597,-2.5917363295937,13.9956207023994,1.10770661510528,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.493086160004829,-0.795705139099401
"14",14,1.37231968174507,4.73138220131947,17.0039293520465,26.7079476112155,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.905863323776064,0.0645384376654471
"15",15,5.09693687216891,4.29631397685543,40.6148044907424,33.6021656231523,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.494586774921155,-0.206677323578855
"16",16,3.05225110704362,-4.82043451900799,24.2296190316936,0.071296172776516,-10.4124145231932,-10.4124145231932,1,1,-1,-1,2.2339388222153,-0.181893580967477
"17",17,6.27015810996215,4.37341891382222,1.34963220492431,10.4013119082659,30.4124145231932,10.4124145231932,1,-1,1,1,-0.872294698811362,0.0328732587856519
"18",18,3.37887807705117,14.0254835238191,-1.56675594874032,12.4839928108673,10.4124145231932,30.4124145231932,-1,1,1,1,-1.40445733625326,0.000617650639986261
"19",19,4.72166782966944,-1.64669577709159,45.4840226723232,27.8628181549758,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,1.08581040727907,-0.676310136784488
"20",20,-13.6856356292559,-14.7313424896558,-28.4142466189317,-29.8571272341784,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.274824729791846,0.130536652143581
"21",21,-15.6409828253793,-0.0323499554424905,-59.0100062138856,-31.9905964171033,10.4124145231932,30.4124145231932,-1,1,1,1,-0.836715104964476,1.8652258014617
"22",22,4.19234632237697,11.390915940109,37.2443976008199,61.3405604612555,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-2.17326916415851,0.236347018772777
"23",23,-4.22568304969045,2.76231520216329,-21.5264669914504,-15.8407626191735,10.4124145231932,30.4124145231932,-1,1,1,1,0.137235126420157,0.705805526355058
"24",24,20.1072218779536,13.8312308872084,34.8552955443313,33.361392874294,30.4124145231932,10.4124145231932,1,-1,1,1,-0.427360033981217,-0.57675019166834
"25",25,3.95050532047094,-5.45732207559536,-21.6240395866705,-25.6561185818416,30.4124145231932,10.4124145231932,1,-1,1,1,0.323496983622134,-0.0797109381487818
"26",26,-5.93184852663352,-0.630549067230286,-16.4247867223371,4.2884945500064,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-1.5604178147013,0.510910188979849
"27",27,-5.06694594061621,-0.192109562069903,-3.9696414692072,11.7962461842189,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.912846688292427,0.663742082831547
"28",28,2.90718086523425,3.06309104939568,25.7681757940114,16.99616520876,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.292618725689157,-1.16981964652479
"29",29,17.6619395052193,15.5316791578165,21.7534534875499,37.3011674958435,30.4124145231932,10.4124145231932,1,-1,1,1,-0.58817491281778,0.966596437103992
"30",30,10.7216029459148,6.97510108230492,8.1606996615009,18.1870707872509,30.4124145231932,10.4124145231932,1,-1,1,1,-1.11949653566351,-0.116859448017185
"31",31,-3.08898740655157,-8.00153950034588,5.00220678974021,-14.5602976131864,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.111042958043299,-1.84520758348916
"32",32,6.9905299713658,-3.70214191428619,34.7425366375556,-2.00476065697824,-10.4124145231932,-10.4124145231932,1,1,-1,-1,1.31014885180399,-2.36458087359858
"33",33,2.80637372345856,5.88399402435585,26.1763201920811,27.8723290162928,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.173438563576171,-0.00383767032013553
"34",34,-13.541341244028,-6.78257754634327,-14.8105309455464,6.70337602102293,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-0.999079834707172,1.15231090623779
"35",35,5.15061768580141,5.85241981455429,-3.81552856412428,-12.2708362182442,10.4124145231932,30.4124145231932,-1,1,1,1,-0.581394412374492,-1.4269253844422
"36",36,-0.912563207294358,-5.60713818807399,17.3615399671136,14.10634843169,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.946359607371408,0.620840518853366
"37",37,14.0628220618443,5.38024892380979,15.799652768645,5.1185805085943,30.4124145231932,10.4124145231932,1,-1,1,1,0.74488090759837,-0.323226259715963
"38",38,-4.91292151624341,-7.76807138033798,-7.54683743201032,-21.2162935799269,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.804192983423927,-0.562752727363564
"39",39,-20.2032681643644,-15.9461210345634,-37.1837988575266,-19.3309517888996,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-0.82805757190668,0.957227144988847
"40",40,-15.5711406506038,-14.6277853234999,-41.9448353455515,-39.6514798919512,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-1.14075431362207,-0.911418884037379
"41",41,-7.62699241990256,-12.4345954997844,8.35616949707534,-7.30309282705977,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-0.0917559261299022,-1.6576821686722
"42",42,0.565657678893259,-3.8954874403811,31.6390729435263,22.2136009747495,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,2.34684557392071,1.40429844255926
"43",43,10.3477083725203,8.31617381150352,2.6023224361095,14.3324436900374,30.4124145231932,10.4124145231932,1,-1,1,1,-1.10693181970376,0.0660803717790371
"44",44,1.8198284692385,0.730405341108229,-23.3659824254159,-11.5106023804945,30.4124145231932,10.4124145231932,1,-1,1,1,-1.20816827618667,-0.0226303404766027
"45",45,7.49924273827656,13.1571409837574,47.281233635929,72.578601676843,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-0.54128952785244,1.98844736561746
"46",46,-23.281123002168,-12.0142856437105,-87.5303284389756,-74.353034636552,10.4124145231932,30.4124145231932,-1,1,1,1,-0.458098422835433,0.859630979616287
"47",47,1.54291107231477,7.29022974501769,7.80746560506736,1.41688793227874,10.4124145231932,30.4124145231932,-1,1,1,1,-0.137486653625198,-0.776544472660554
"48",48,-1.78162597732696,2.54001469025909,-14.9084532369685,-20.5516946609211,10.4124145231932,30.4124145231932,-1,1,1,1,0.321611282626623,-0.242713090941604
"49",49,3.07994621460784,-1.47174173400747,12.266976182592,6.7468834788898,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.397906620988497,-0.154102755049487
"50",50,5.30521812365807,7.29033086959758,15.6531976405093,-0.197942600435011,10.4124145231932,30.4124145231932,-1,1,1,1,0.656608736862562,-0.928505243184389
"51",51,16.1836558206468,16.2172721743848,33.8611073851562,23.1974190680325,10.4124145231932,30.4124145231932,-1,1,1,1,2.0870080555878,1.02063932539451
"52",52,10.8916387557898,6.99078117625213,33.7553424788845,20.4150784596791,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.772279376153513,-0.561746955755096
"53",53,-14.809995661241,-21.9011542325612,-4.11935653216966,-32.086824424271,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,2.0387669769983,-0.757979906165937
"54",54,-19.8105884469717,-11.4830017329321,-38.8006834235755,-9.75328431302167,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-1.97063457007925,0.934105346976397
"55",55,-0.0387214513833326,3.02369326851719,-11.9830213570366,-21.4304505256861,10.4124145231932,30.4124145231932,-1,1,1,1,-0.503025624514182,-1.44776850854816
"56",56,-17.5143249667584,-16.1761151397001,-19.1418228883196,-18.2064006610445,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.156995765219823,0.250537869435897
"57",57,-0.539774676490041,5.64804274728816,11.905769683022,35.7326914100651,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.324465509055449,2.0582266323248
"58",58,-2.63248143464378,3.58900153531859,4.23269781058148,24.2670988099813,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.1019165999753,2.10535669226982
"59",59,8.66164713687954,6.44934581224706,-3.67279677001449,7.97523210829342,30.4124145231932,10.4124145231932,1,-1,1,1,0.39132849304783,1.55613138483598
"60",60,3.43758829102275,11.4330528283162,3.93724689805108,12.6352383482633,10.4124145231932,30.4124145231932,-1,1,1,1,0.135864715644465,1.00566382601601
"61",61,-8.13277960886164,-3.07955352992078,-15.5483679743497,-4.36965546587961,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-1.65805762408997,-0.540186456971403
"62",62,7.53316847932338,5.33672629880379,35.2637688727777,26.9635142187758,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.682709497848223,-0.147316173656941
"63",63,-5.32428040802052,-4.8266931024936,-6.48239438625227,-5.90699718954168,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.875871614295374,0.933411440333468
"64",64,0.231003322781464,-7.2181339151513,-29.0567106739098,-35.2187797101772,30.4124145231932,10.4124145231932,1,-1,1,1,-0.664036957221125,-1.28024395884324
"65",65,-1.13956988176389,5.44301793134879,-13.1280144936989,-12.0145662538664,10.4124145231932,30.4124145231932,-1,1,1,1,-0.067208897560631,0.0441359979498277
"66",66,1.3899852037103,1.70642169934926,36.423108488225,37.5699021740236,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,1.44040294361515,1.55508234918914
"67",67,-11.9391919156368,-20.0558515560005,-33.0707980092273,-56.2277177352781,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.39930755844282,-1.91638455799988
"68",68,2.54453774783503,-5.42175695852573,-19.920764949449,-26.667201042516,30.4124145231932,10.4124145231932,1,-1,1,1,-1.3465794909336,-2.02122304025251
"69",69,-7.59832739532071,-3.14050811953836,6.5427262070009,11.5758462122873,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-0.337064654387094,0.166247277413405
"70",70,-21.41061760669,-21.3409702396319,-33.9277286684567,-29.7933292788574,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.161251029455511,0.574690858786631
"71",71,16.6379893255391,13.0898708101242,30.4759487060623,40.4010256214801,30.4124145231932,10.4124145231932,1,-1,1,1,-0.0920778626276326,0.900429656759597
"72",72,-6.8306937710781,-3.15439621284689,-8.2760948383606,-5.03837686945817,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.159819148188655,0.483590938546927
"73",73,-10.0347914705216,-8.79655711421854,-7.08883414076412,-1.56060730656554,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.631025947402834,1.18384857616231
