"","pid","y_1","y_2","con_1","con_2","cat_1","cat_2","catwtn_1","catwtn_2","catbtw_1","catbtw_2","conwtn_1","conwtn_2"
"1",1,7.67055572613166,5.82656444633619,-7.32644783776311,7.39889301414582,30.4124145231932,10.4124145231932,1,-1,1,1,-0.0461021424721662,1.42643185927023
"2",2,10.3359221709568,16.6068493099042,28.2842552179883,28.6002225105648,10.4124145231932,30.4124145231932,-1,1,1,1,0.603594978039371,0.63519162316891
"3",3,-12.8900460712859,-11.9706296678017,-30.3743457332282,-31.5498151386339,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.551445619442991,-0.668992603378016
"4",4,-16.6993208339383,-11.1306935991447,-23.3590974917314,-10.7064793667539,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-1.66916826970271,-0.403906410542251
"5",5,11.8353496145874,19.2463987728866,26.8854035301373,31.0892626189655,10.4124145231932,30.4124145231932,-1,1,1,1,0.00384569626181895,0.424231727377117
"6",6,-0.680346393761098,2.42323324006015,24.4314510557023,23.8464069732992,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.749893022189821,0.691388599304944
"7",7,15.6963899633645,11.3763797725531,25.9828566600575,26.7144382422707,30.4124145231932,10.4124145231932,1,-1,1,1,0.797040720115988,0.870198752185155
"8",8,5.62715738354578,-3.30062479518033,-7.1336352881579,-9.94862504835655,30.4124145231932,10.4124145231932,1,-1,1,1,-0.0305961829381066,-0.312095126874608
"9",9,5.24349973767021,11.5137759084953,9.5604694725334,5.76499605708545,10.4124145231932,30.4124145231932,-1,1,1,1,0.620986646181448,0.241439493089628
"10",10,-0.542056862298473,-2.6014105347522,-8.33133022288027,-27.6838399749137,10.4124145231932,30.4124145231932,-1,1,1,1,1.03931899349719,-0.895931866888586
"11",11,4.93430263984174,2.1538699786243,25.2583125795324,27.2486091069668,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.901791111386496,1.1008207715709
"12",12,7.34118089886461,2.63950242954248,32.4433037987934,17.1985296249066,-10.4124145231932,-10.4124145231932,1,1,-1,-1,1.7273159383844,0.202838473763568
"13",13,-12.0517341044996,-10.8696751398376,-12.3515560042653,-5.34851235287781,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-1.44927377096206,-0.748969355360453
"14",14,-3.28023064671118,-8.44334312229312,12.4449656672154,-2.03355083834852,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,1.27612176293927,-0.17172980315724
"15",15,-6.35159314618633,0.606342332875541,12.7970419179354,31.2049299661078,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-0.878536487552705,0.962252626487343
"16",16,13.7178013134089,16.9730254104425,32.8239359211226,23.9319969012383,10.4124145231932,30.4124145231932,-1,1,1,1,0.0599141207112627,-0.829279829879396
"17",17,-3.66506039119479,-11.9648667958745,18.8244613888452,-9.20162925007712,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.44441210404027,-2.35819698977816
"18",18,4.40463495071563,9.88087287550637,4.03676077510297,-3.27734131384717,10.4124145231932,30.4124145231932,-1,1,1,1,0.616254174190218,-0.115156078191654
"19",19,-2.997293071403,-6.25667464300542,26.1873757516185,15.924155416689,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,1.2662090069182,0.239886976107725
"20",20,8.29181347076035,3.5226892255801,6.23860788614926,5.84697267400671,30.4124145231932,10.4124145231932,1,-1,1,1,-1.05503804756878,-1.09420139258302
"21",21,1.49870775576644,-2.5588465526155,-21.6987984822331,-18.1803688440285,30.4124145231932,10.4124145231932,1,-1,1,1,-1.24307122991979,-0.89122818902289
"22",22,-5.97799986766425,-8.45685288433354,2.4020351198433,-1.85652531574439,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.638519080182825,0.212663013266309
"23",23,-1.2034180303094,4.5053669767742,-10.1619954001044,-12.1186153320572,10.4124145231932,30.4124145231932,-1,1,1,1,-1.23848591816959,-1.43414790699769
"24",24,-16.9960096822868,-10.752040986933,-45.5654078840954,-31.6957811494586,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.227466820430006,1.61442958795942
