"","pid","y_1","y_2","con_1","con_2","cat_1","cat_2","catwtn_1","catwtn_2","catbtw_1","catbtw_2","conwtn_1","conwtn_2"
"1",1,-5.938856858608,-0.991744506853314,6.88570314714704,19.6201197518581,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-0.199083525120736,1.07435816732904
"2",2,-8.97308886059681,-8.79882988138461,-10.6187572611325,-13.1899140680217,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.322238390545433,0.0651226609452991
"3",3,-8.67627572977019,-8.90105757957296,-20.9296172248508,-18.6502274329201,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.469548621425018,0.697487608945998
"4",4,1.00379992014807,5.67592692924312,15.401301889747,29.8510695096433,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.214341168573625,1.65931792396532
"5",5,-4.44854147716909,-2.14567936324814,-32.372536741044,-13.700543784443,30.4124145231932,10.4124145231932,1,-1,1,1,-1.63558471553127,0.231614506919234
"6",6,10.2085378115862,14.7584926524925,18.9943734141968,20.3973539730019,10.4124145231932,30.4124145231932,-1,1,1,1,-0.667935606045081,-0.527637487276376
"7",7,-7.99736787271977,-8.4086729305595,-15.9618461081578,-18.6324322378929,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.0722516667805998,-0.339310086465326
"8",8,15.5694237567619,18.4720284932491,37.7465432749321,28.9729138744288,10.4124145231932,30.4124145231932,-1,1,1,1,0.776970865503872,-0.100392324448704
"9",9,-13.8199328947165,-12.767372827073,-19.4672432999254,-5.54946525813082,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-0.29941809853543,1.09235963457505
"10",10,5.51576108033584,8.05109534098591,10.0565024567544,4.33064604871065,10.4124145231932,30.4124145231932,-1,1,1,1,0.593103575602489,0.0205178173439427
"11",11,9.68678885066237,4.85295742077189,-3.21801674754769,3.41454331347881,30.4124145231932,10.4124145231932,1,-1,1,1,1.14825835084396,1.81151416882346
