"","pid","y_1","y_2","con_1","con_2","cat_1","cat_2","catwtn_1","catwtn_2","catbtw_1","catbtw_2","conwtn_1","conwtn_2"
"1",1,9.35531988211028,1.86429094799241,3.19079842900446,-5.94524651034281,30.4124145231932,10.4124145231932,1,-1,1,1,0.978845085916717,0.0652405638962833
"2",2,4.84293098802815,13.1608508098369,4.89226076328498,15.4583587919939,10.4124145231932,30.4124145231932,-1,1,1,1,-1.21756692047996,-0.160956969679141
"3",3,-7.44447130556374,-4.55339140342982,-15.3476279834246,-11.7100633082143,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.103689309222975,0.260067280651428
"4",4,9.84147021360872,0.873734807795045,-6.22272659519004,-15.1462277937857,30.4124145231932,10.4124145231932,1,-1,1,1,-0.634332120636971,-1.52668218603083
"5",5,-6.93991194197585,-5.63737220660038,10.5244155685534,11.3112463451681,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-0.695975598266987,-0.617292614198706
"6",6,-0.620738713588856,-3.47748890627657,19.0515840041547,13.772479267285,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.5330390757005,0.00512866715619539
"7",7,-4.16490529105513,-0.608084845200529,-0.646185511876018,7.82909625110903,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-1.14150063510116,-0.293972481023435
"8",8,-11.2324512602977,-7.88459852628542,-1.61004639858048,2.29748413352348,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-0.0186317745977757,0.372121323411075
"9",9,-8.52972590502833,-4.30608882700277,-16.6851641033326,-8.82633674781977,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.840838291022116,-0.0549556185921233
"10",10,-0.0817860470269268,5.93984384678297,-11.1649660227966,-14.3442831750322,10.4124145231932,30.4124145231932,-1,1,1,1,0.652581497258556,0.334649881591292
"11",11,-0.432373211359445,4.51501870122188,9.47044148475281,28.6804928591635,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-1.28502611222139,0.635978991284579
"12",12,-0.696353506953363,16.4249114911021,-12.706350984928,22.8864313755619,10.4124145231932,30.4124145231932,-1,1,1,1,-1.6745166957779,1.88476130505313
"13",13,-12.3170973755294,-8.84102092386199,-8.23722354776402,-1.99233437109649,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-0.591401909658644,0.0330870554181108
"14",14,-4.23067132159803,-2.03457600991281,-19.1360261727664,-37.1747254697772,10.4124145231932,30.4124145231932,-1,1,1,1,0.0244010341589186,-1.77946881138776
"15",15,2.69164117356792,2.82457458809166,-9.11165284519913,-24.728575509028,10.4124145231932,30.4124145231932,-1,1,1,1,1.22611113201656,-0.335581045230107
"16",16,-7.41383178782253,-12.411428139234,-20.3139815665245,-28.080860076265,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.389524449404282,-1.16621223488443
"17",17,15.5085490299751,16.5961551245766,43.0082878391874,24.5411915869513,10.4124145231932,30.4124145231932,-1,1,1,1,2.38958817673081,0.542878405960013
"18",18,-17.8541270927995,-25.5301221324641,-24.5695585374517,-49.2676795989553,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.598136702133529,-1.87167540138629
"19",19,-7.89236671870933,-3.12881574385931,-19.5407645795645,-6.03678181237898,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-1.32685079968024,0.0235475895464468
"20",20,-17.8458993892736,-11.209132568664,-27.0085606091964,-11.0071484681,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-0.655379478036415,0.944761695134983
"21",21,-14.6530880000135,-24.3851542763659,-19.3813010506362,-52.7916733854647,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,1.58993558164541,-1.75110172228405
"22",22,-2.20051292397463,-11.3166005314976,-34.0123475040701,-41.9353449756316,30.4124145231932,10.4124145231932,1,-1,1,1,-0.388563604473927,-1.18086328393199
"23",23,2.9463118262788,12.205568817433,6.42562529782842,14.5740531680825,10.4124145231932,30.4124145231932,-1,1,1,1,-0.201154244028879,0.613688494303025
"24",24,-0.505373342961043,-10.9507406748537,21.8239796486278,-10.7947538633561,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,1.79843955348506,-1.46343379668676
"25",25,-6.29222535903087,-8.16056664325032,-12.3991935109544,-22.8435354650414,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.930777626959357,-0.113656645248734
"26",26,3.15187014813466,-7.86266821006524,-23.4883515934157,-40.5296271859322,30.4124145231932,10.4124145231932,1,-1,1,1,0.788734707204556,-0.915392766653014
"27",27,-17.6759173258849,-15.2188325648653,-28.7521781984838,-18.8175573597576,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-1.47166486103345,-0.478202797902755
"28",28,-17.0961124720954,-9.01136816644598,-26.4675096157981,-1.34327713420447,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.227812685806468,2.74023602389796
"29",29,0.390200057352528,-5.4351327023143,21.9675401293173,8.20502843729925,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.718983835920783,-0.657267474299739
"30",30,11.8878234441777,8.88307955805155,12.5381070660435,19.23845856326,30.4124145231932,10.4124145231932,1,-1,1,1,-0.208964569506914,0.461070661433923
"31",31,-15.2934219579953,-13.6734485090516,-41.5800281461902,-36.0652354900542,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.194527580907193,0.356951627840453
"32",32,-11.1131179952338,-17.8977195593043,-9.54768514748815,-18.6979464360915,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-0.60180764189545,-1.5168338145578
"33",33,-14.8613433768809,-16.2695881904473,-20.0133093121231,-21.7192989595484,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.395229438739096,0.224630426126987
"34",34,-9.47817705641911,1.14329344572238,-1.72490793055682,27.813819388114,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-2.30135570558267,0.652516828835905
"35",35,19.5982444897927,23.8222204783158,59.1606667546833,56.7538278285476,10.4124145231932,30.4124145231932,-1,1,1,1,1.95407587050446,1.7133920241234
"36",36,-0.434000396312916,-9.11004581983795,34.2711661206616,1.80688437552983,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,2.15451029176229,-1.09191795154001
"37",37,-17.291113176105,-18.5729883476657,-50.5643706057504,-46.5303499794546,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.635466918355722,-0.232064668835472
"38",38,8.80496726293036,14.8110059392358,14.1814093941123,16.937124433887,10.4124145231932,30.4124145231932,-1,1,1,1,1.01109026055674,1.2866619052161
"39",39,-16.336041359316,-10.0561399902926,-21.0727114882769,-5.81738422107035,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-1.26965523203059,0.255877633616082
"40",40,-5.3616302876487,-3.98363379604193,-5.46292803951299,-8.97773537967384,-10.4124145231932,-10.4124145231932,1,1,-1,-1,0.538330879718347,0.186850190635673
"41",41,10.9898851858646,1.05499498539348,9.12772328577412,-7.36369116293418,30.4124145231932,10.4124145231932,1,-1,1,1,1.69542137426199,0.0462798186225558
"42",42,-15.9933767676076,-16.8263570284536,-42.9926934911595,-40.9054671201501,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.630905672704105,-0.422183045257536
"43",43,-0.480317593552332,12.8965988771161,-9.26403643275715,12.7520178714921,10.4124145231932,30.4124145231932,-1,1,1,1,-2.38511328856976,-0.183507715917536
"44",44,-18.4339093377625,-14.7033041870767,-70.0340460657496,-72.8918806202915,10.4124145231932,30.4124145231932,-1,1,1,1,-0.340654156044923,-0.626437650795669
"45",45,-6.91384189303734,0.272453672721285,-28.5496920600718,-28.2775066939628,10.4124145231932,30.4124145231932,-1,1,1,1,-2.00188651449854,-1.97466789230669
"46",46,9.34503772511511,4.81701804248947,6.93873943968082,5.66661470776354,30.4124145231932,10.4124145231932,1,-1,1,1,0.251268458449638,0.124056025191908
"47",47,22.4241567043307,20.249178134618,55.5039255954781,38.8218715629202,10.4124145231932,30.4124145231932,-1,1,1,1,1.51600447478373,-0.152200909868253
"48",48,-9.94351225048675,-3.7628624623605,-4.52871238110789,14.7764615633058,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,-0.276405209474721,1.65411217147951
"49",49,3.67834388797577,4.77805244033345,15.4181351725285,22.2146460682307,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.778917708833344,-0.0992665363745832
"50",50,2.00112563147507,-9.78508190662305,-25.1129470240578,-38.0806480291594,30.4124145231932,10.4124145231932,1,-1,1,1,0.957482842509402,-0.339287239490004
"51",51,-14.7400490639272,-15.8235018721589,-10.9222438185589,-10.3261604082897,-30.4124145231932,-30.4124145231932,-1,-1,-1,-1,0.546093307062369,0.605701684245187
"52",52,8.90830182896147,19.4760326998541,25.2631109501843,34.1069530859347,10.4124145231932,30.4124145231932,-1,1,1,1,0.156151395724366,1.040535619409
"53",53,-5.15532249865979,-7.11705018853901,-8.27972979761341,-8.63077955408283,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.0260168981917511,-0.0611218622420493
"54",54,0.37341708687465,0.469409297439375,15.1012122958027,17.1316974883807,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.367353629812887,-0.164305087308565
"55",55,10.9261844327455,19.5007832809007,23.8976500129288,39.0331025865179,10.4124145231932,30.4124145231932,-1,1,1,1,-0.602968645209896,0.910576616772623
"56",56,9.4452650532569,3.26196779687206,3.66872944796429,-0.764714087704226,30.4124145231932,10.4124145231932,1,-1,1,1,0.226554090261069,-0.21679026942896
"57",57,3.57840239513098,12.2267970996452,2.65046107042323,10.6897149760611,10.4124145231932,30.4124145231932,-1,1,1,1,-1.18942913102754,-0.385503871196607
"58",58,12.5619620166345,9.10250096327194,10.6253677237041,13.5449494985772,30.4124145231932,10.4124145231932,1,-1,1,1,1.5198823984957,1.81184064806624
"59",59,2.84042361011206,0.934457858179294,19.734627614239,17.9538136136062,-10.4124145231932,-10.4124145231932,1,1,-1,-1,-0.0894364355956848,-0.267517776847871
